iteration,timestamp,nvehicles,ntripupdates,what,wall,cpu
573,1567028795,808,543,"predicting ETAs",1103.23,2807.6
573,1567028795,808,543,"writing ETAs to protobuf feed",350.519,370.944
574,1567028825,799,539,"loading vehicle positions",28.1713,18.681
574,1567028825,799,539,"updating vehicle information",3.75395,3.753
574,1567028825,799,539,"updating vehicle states",4169.86,11259.8
574,1567028825,799,539,"updating network state",0.564907,1.126
574,1567028825,799,539,"predicting ETAs",1712.31,3863.03
574,1567028825,799,539,"writing ETAs to protobuf feed",323.948,342.647
575,1567028854,794,544,"loading vehicle positions",26.3644,16.884
575,1567028854,794,544,"updating vehicle information",3.51966,3.519
575,1567028854,794,544,"updating vehicle states",3738.06,10180.9
575,1567028854,794,544,"updating network state",4.14721,8.933
575,1567028854,794,544,"predicting ETAs",1410.5,3199.81
575,1567028854,794,544,"writing ETAs to protobuf feed",336.776,355.692
576,1567028885,791,536,"loading vehicle positions",28.7401,19.197
576,1567028885,791,536,"updating vehicle information",3.43485,3.434
576,1567028885,791,536,"updating vehicle states",3856.15,9934.24
576,1567028885,791,536,"updating network state",0.555343,1.363
576,1567028885,791,536,"predicting ETAs",1266.7,3049.43
576,1567028885,791,536,"writing ETAs to protobuf feed",329.257,351.325
577,1567028913,783,539,"loading vehicle positions",29.4842,20.3
577,1567028913,783,539,"updating vehicle information",3.41982,3.419
577,1567028913,783,539,"updating vehicle states",3820.18,10390.4
577,1567028913,783,539,"updating network state",0.522498,1.511
577,1567028913,783,539,"predicting ETAs",1305.72,3233.64
577,1567028913,783,539,"writing ETAs to protobuf feed",331.451,350.591
578,1567028946,773,533,"loading vehicle positions",33.7871,23.709
578,1567028946,773,533,"updating vehicle information",3.83669,3.835
578,1567028946,773,533,"updating vehicle states",3603.52,10020.3
578,1567028946,773,533,"updating network state",0.595058,0.594
578,1567028946,773,533,"predicting ETAs",3705.73,5955.06
578,1567028946,773,533,"writing ETAs to protobuf feed",357.669,374.496
579,1567028974,774,524,"loading vehicle positions",28.3339,18.685
579,1567028974,774,524,"updating vehicle information",3.82766,3.673
579,1567028974,774,524,"updating vehicle states",4120.23,9991.72
579,1567028974,774,524,"updating network state",0.547422,1.059
579,1567028974,774,524,"predicting ETAs",1813.14,2855.3
579,1567028974,774,524,"writing ETAs to protobuf feed",380.13,372.986
580,1567029004,770,518,"loading vehicle positions",66.4448,18.245
580,1567029004,770,518,"updating vehicle information",3.86992,3.507
580,1567029004,770,518,"updating vehicle states",4019.41,10003.9
580,1567029004,770,518,"updating network state",0.522435,1.521
580,1567029004,770,518,"predicting ETAs",1612.66,3179.05
580,1567029004,770,518,"writing ETAs to protobuf feed",323.59,342.646
581,1567029035,773,520,"loading vehicle positions",26.5352,17.423
581,1567029035,773,520,"updating vehicle information",3.26323,3.263
581,1567029035,773,520,"updating vehicle states",4439.62,10821
581,1567029035,773,520,"updating network state",0.558003,1.113
581,1567029035,773,520,"predicting ETAs",1470.22,3141.76
581,1567029035,773,520,"writing ETAs to protobuf feed",337.224,357.191
582,1567029064,770,515,"loading vehicle positions",25.9802,16.634
582,1567029064,770,515,"updating vehicle information",3.21718,3.217
582,1567029064,770,515,"updating vehicle states",3747.87,10331.2
582,1567029064,770,515,"updating network state",0.528459,1.34
582,1567029064,770,515,"predicting ETAs",1285.1,3167.35
582,1567029064,770,515,"writing ETAs to protobuf feed",321.653,343.349
583,1567029094,765,515,"loading vehicle positions",26.3286,16.621
583,1567029094,765,515,"updating vehicle information",3.43829,3.437
583,1567029094,765,515,"updating vehicle states",4294.06,10722.6
583,1567029094,765,515,"updating network state",0.523314,1.569
583,1567029094,765,515,"predicting ETAs",1253.31,3334.89
583,1567029094,765,515,"writing ETAs to protobuf feed",325.877,348.497
584,1567029124,763,509,"loading vehicle positions",30.1739,18.875
584,1567029124,763,509,"updating vehicle information",3.48562,3.482
584,1567029124,763,509,"updating vehicle states",3981.46,10717.2
584,1567029124,763,509,"updating network state",0.545521,1.636
584,1567029124,763,509,"predicting ETAs",1419.05,3315.25
584,1567029124,763,509,"writing ETAs to protobuf feed",329.346,351.525
585,1567029155,758,512,"loading vehicle positions",26.5677,17.1
585,1567029155,758,512,"updating vehicle information",3.35362,3.353
585,1567029155,758,512,"updating vehicle states",3560.95,10124.1
585,1567029155,758,512,"updating network state",0.528551,1.527
585,1567029155,758,512,"predicting ETAs",1074.48,2854.91
585,1567029155,758,512,"writing ETAs to protobuf feed",321.455,343.038
586,1567029185,756,515,"loading vehicle positions",27.3028,17.704
586,1567029185,756,515,"updating vehicle information",3.39018,3.39
586,1567029185,756,515,"updating vehicle states",3497.88,10141.5
586,1567029185,756,515,"updating network state",1.11876,1.826
586,1567029185,756,515,"predicting ETAs",1336.34,3295.36
586,1567029185,756,515,"writing ETAs to protobuf feed",322.654,344.956
587,1567029214,758,514,"loading vehicle positions",27.782,18.399
587,1567029214,758,514,"updating vehicle information",3.25109,3.251
587,1567029214,758,514,"updating vehicle states",3694.99,10326.7
587,1567029214,758,514,"updating network state",0.533862,1.602
587,1567029214,758,514,"predicting ETAs",1277.89,3248.39
587,1567029214,758,514,"writing ETAs to protobuf feed",317.014,339.342
588,1567029248,759,500,"loading vehicle positions",26.6617,17.153
588,1567029248,759,500,"updating vehicle information",3.29733,3.297
588,1567029248,759,500,"updating vehicle states",3678.74,10517.6
588,1567029248,759,500,"updating network state",0.633793,1.6
588,1567029248,759,500,"predicting ETAs",2983.63,5415.88
588,1567029248,759,500,"writing ETAs to protobuf feed",318.538,339.943
589,1567029275,761,507,"loading vehicle positions",25.2637,15.695
589,1567029275,761,507,"updating vehicle information",3.36853,3.368
589,1567029275,761,507,"updating vehicle states",3468.65,9236.55
589,1567029275,761,507,"updating network state",0.531237,1.593
589,1567029275,761,507,"predicting ETAs",1080.93,2724.37
589,1567029275,761,507,"writing ETAs to protobuf feed",323.459,343.435
590,1567029305,753,505,"loading vehicle positions",27.7883,18.475
590,1567029305,753,505,"updating vehicle information",3.30238,3.302
590,1567029305,753,505,"updating vehicle states",3742.74,10061.8
590,1567029305,753,505,"updating network state",0.712936,1.15
590,1567029305,753,505,"predicting ETAs",1045.18,2746.66
590,1567029305,753,505,"writing ETAs to protobuf feed",318.265,339.654
591,1567029334,756,511,"loading vehicle positions",24.9638,15.669
591,1567029334,756,511,"updating vehicle information",3.39875,3.399
591,1567029334,756,511,"updating vehicle states",3435.35,9617.42
591,1567029334,756,511,"updating network state",0.512221,1.177
591,1567029334,756,511,"predicting ETAs",1315.85,3215.93
591,1567029334,756,511,"writing ETAs to protobuf feed",322.455,345.103
592,1567029365,744,508,"loading vehicle positions",26.56,17.011
592,1567029365,744,508,"updating vehicle information",3.28394,3.284
592,1567029365,744,508,"updating vehicle states",3649,10233.4
592,1567029365,744,508,"updating network state",0.573361,1.049
592,1567029365,744,508,"predicting ETAs",1146.37,2929.29
592,1567029365,744,508,"writing ETAs to protobuf feed",323.439,345.971
593,1567029395,747,506,"loading vehicle positions",26.3296,16.976
593,1567029395,747,506,"updating vehicle information",3.19039,3.183
593,1567029395,747,506,"updating vehicle states",3468.12,9967.24
593,1567029395,747,506,"updating network state",0.527087,1.299
593,1567029395,747,506,"predicting ETAs",1262.86,3026.06
593,1567029395,747,506,"writing ETAs to protobuf feed",354.145,370.29
594,1567029425,741,495,"loading vehicle positions",30.1141,20.451
594,1567029425,741,495,"updating vehicle information",4.72891,3.905
594,1567029425,741,495,"updating vehicle states",3670.08,9673.81
594,1567029425,741,495,"updating network state",0.5411,1.623
594,1567029425,741,495,"predicting ETAs",1205.23,2979.32
594,1567029425,741,495,"writing ETAs to protobuf feed",336.644,355.832
595,1567029455,741,503,"loading vehicle positions",27.3134,18.376
595,1567029455,741,503,"updating vehicle information",3.20707,3.206
595,1567029455,741,503,"updating vehicle states",3488.69,10080.2
595,1567029455,741,503,"updating network state",0.540991,1.622
595,1567029455,741,503,"predicting ETAs",1014.99,2675.24
595,1567029455,741,503,"writing ETAs to protobuf feed",321.729,339.919
596,1567029485,740,499,"loading vehicle positions",30.1272,21.289
596,1567029485,740,499,"updating vehicle information",3.36595,3.365
596,1567029485,740,499,"updating vehicle states",3288.84,9657.38
596,1567029485,740,499,"updating network state",0.50029,1.501
596,1567029485,740,499,"predicting ETAs",1475.24,3251.48
596,1567029485,740,499,"writing ETAs to protobuf feed",322.39,345.058
597,1567029517,741,498,"loading vehicle positions",28.33,18.888
597,1567029517,741,498,"updating vehicle information",3.36398,3.363
597,1567029517,741,498,"updating vehicle states",3347.31,9826.54
597,1567029517,741,498,"updating network state",0.58736,0.82
597,1567029517,741,498,"predicting ETAs",1681.79,3494.92
597,1567029517,741,498,"writing ETAs to protobuf feed",318.268,340.573
598,1567029547,737,493,"loading vehicle positions",24.2461,14.84
598,1567029547,737,493,"updating vehicle information",3.22354,3.223
598,1567029547,737,493,"updating vehicle states",3489.81,10065.5
598,1567029547,737,493,"updating network state",0.503557,1.238
598,1567029547,737,493,"predicting ETAs",7569.94,10004.4
598,1567029547,737,493,"writing ETAs to protobuf feed",330.267,349.132
599,1567029577,738,501,"loading vehicle positions",26.8739,17.418
599,1567029577,738,501,"updating vehicle information",3.72395,3.723
599,1567029577,738,501,"updating vehicle states",3683.6,9981.41
599,1567029577,738,501,"updating network state",0.517907,1.25
599,1567029577,738,501,"predicting ETAs",1258.18,3070.62
599,1567029577,738,501,"writing ETAs to protobuf feed",318.999,341.582
600,1567029604,743,496,"loading vehicle positions",29.6581,19.761
600,1567029604,743,496,"updating vehicle information",4.8735,4.873
600,1567029604,743,496,"updating vehicle states",3171.79,9287
600,1567029604,743,496,"updating network state",0.54406,0.891
600,1567029604,743,496,"predicting ETAs",1155.72,3087.57
600,1567029604,743,496,"writing ETAs to protobuf feed",320.907,341.573
601,1567029634,740,511,"loading vehicle positions",25.8438,16.753
601,1567029634,740,511,"updating vehicle information",3.2082,3.208
601,1567029634,740,511,"updating vehicle states",3597.45,10404.8
601,1567029634,740,511,"updating network state",0.511093,1.242
601,1567029634,740,511,"predicting ETAs",1451.73,3629.69
601,1567029634,740,511,"writing ETAs to protobuf feed",322.468,345.062
602,1567029664,733,507,"loading vehicle positions",26.0709,17.221
602,1567029664,733,507,"updating vehicle information",3.51369,3.513
602,1567029664,733,507,"updating vehicle states",3441.14,10004.5
602,1567029664,733,507,"updating network state",0.906146,2.375
602,1567029664,733,507,"predicting ETAs",1402.72,3345.93
602,1567029664,733,507,"writing ETAs to protobuf feed",327.254,348.439
603,1567029694,736,508,"loading vehicle positions",26.1748,16.72
603,1567029694,736,508,"updating vehicle information",3.11064,3.11
603,1567029694,736,508,"updating vehicle states",4229.07,10955.1
603,1567029694,736,508,"updating network state",0.498786,1.496
603,1567029694,736,508,"predicting ETAs",1169.92,3223.22
603,1567029694,736,508,"writing ETAs to protobuf feed",324.351,346.881
604,1567029724,732,508,"loading vehicle positions",27.0214,17.871
604,1567029724,732,508,"updating vehicle information",3.12652,3.126
604,1567029724,732,508,"updating vehicle states",3986.24,10622.3
604,1567029724,732,508,"updating network state",0.511413,1.533
604,1567029724,732,508,"predicting ETAs",1648.32,3561.06
604,1567029724,732,508,"writing ETAs to protobuf feed",327.926,349.961
605,1567029754,738,508,"loading vehicle positions",26.3467,16.964
605,1567029754,738,508,"updating vehicle information",3.2501,3.25
605,1567029754,738,508,"updating vehicle states",3719.1,9614.47
605,1567029754,738,508,"updating network state",0.523127,1.046
605,1567029754,738,508,"predicting ETAs",1290.58,3000.92
605,1567029754,738,508,"writing ETAs to protobuf feed",331.181,353.003
606,1567029786,735,506,"loading vehicle positions",36.8543,18.945
606,1567029786,735,506,"updating vehicle information",3.29372,3.293
606,1567029786,735,506,"updating vehicle states",3903.01,10518.1
606,1567029786,735,506,"updating network state",0.540194,1.62
606,1567029786,735,506,"predicting ETAs",1232.38,3038.5
606,1567029786,735,506,"writing ETAs to protobuf feed",325.043,347.365
607,1567029815,735,505,"loading vehicle positions",26.6382,17.374
607,1567029815,735,505,"updating vehicle information",3.22937,3.229
607,1567029815,735,505,"updating vehicle states",3865.94,10779.1
607,1567029815,735,505,"updating network state",0.530084,1.578
607,1567029815,735,505,"predicting ETAs",1071.87,2906.25
607,1567029815,735,505,"writing ETAs to protobuf feed",318.812,341.353
608,1567029844,728,506,"loading vehicle positions",26.3416,16.833
608,1567029844,728,506,"updating vehicle information",3.21334,3.213
608,1567029844,728,506,"updating vehicle states",3913.75,10359.6
608,1567029844,728,506,"updating network state",0.56203,1.567
608,1567029844,728,506,"predicting ETAs",3754.67,5945.22
608,1567029844,728,506,"writing ETAs to protobuf feed",319.954,342.197
609,1567029874,733,506,"loading vehicle positions",25.6402,16.405
609,1567029874,733,506,"updating vehicle information",3.2683,3.267
609,1567029874,733,506,"updating vehicle states",3487.07,9720.23
609,1567029874,733,506,"updating network state",0.556852,0.79
609,1567029874,733,506,"predicting ETAs",1293.88,3232.47
609,1567029874,733,506,"writing ETAs to protobuf feed",334.412,353.206
610,1567029906,731,498,"loading vehicle positions",29.2459,20.19
610,1567029906,731,498,"updating vehicle information",3.25118,3.251
610,1567029906,731,498,"updating vehicle states",3982.52,10931.4
610,1567029906,731,498,"updating network state",0.582193,1.164
610,1567029906,731,498,"predicting ETAs",1489.51,3676.81
610,1567029906,731,498,"writing ETAs to protobuf feed",325.031,336.929
611,1567029937,730,509,"loading vehicle positions",31.3929,22.191
611,1567029937,730,509,"updating vehicle information",3.67278,3.673
611,1567029937,730,509,"updating vehicle states",3771.1,10496
611,1567029937,730,509,"updating network state",0.520189,1.395
611,1567029937,730,509,"predicting ETAs",1273.24,3282.22
611,1567029937,730,509,"writing ETAs to protobuf feed",353.63,360.732
612,1567029964,733,506,"loading vehicle positions",33.0657,23.965
612,1567029964,733,506,"updating vehicle information",3.6323,3.631
612,1567029964,733,506,"updating vehicle states",3901.41,10742.1
612,1567029964,733,506,"updating network state",0.910716,2.389
612,1567029964,733,506,"predicting ETAs",1385.13,3529.2
612,1567029964,733,506,"writing ETAs to protobuf feed",356.96,367.396
613,1567029995,730,508,"loading vehicle positions",30.3949,21.397
613,1567029995,730,508,"updating vehicle information",3.30382,3.303
613,1567029995,730,508,"updating vehicle states",3874.32,10315.3
613,1567029995,730,508,"updating network state",0.520755,0.521
613,1567029995,730,508,"predicting ETAs",1431.36,3041.99
613,1567029995,730,508,"writing ETAs to protobuf feed",322.583,345.292
614,1567030026,726,504,"loading vehicle positions",25.5413,16.268
614,1567030026,726,504,"updating vehicle information",3.2309,3.231
614,1567030026,726,504,"updating vehicle states",4124.35,10861.7
614,1567030026,726,504,"updating network state",0.531739,1.063
614,1567030026,726,504,"predicting ETAs",1289.29,3123.72
614,1567030026,726,504,"writing ETAs to protobuf feed",329.703,351.648
615,1567030054,728,502,"loading vehicle positions",31.3811,19.39
615,1567030054,728,502,"updating vehicle information",3.14558,3.145
615,1567030054,728,502,"updating vehicle states",3868.55,10199.5
615,1567030054,728,502,"updating network state",0.524235,1.338
615,1567030054,728,502,"predicting ETAs",1047.18,2979.16
615,1567030054,728,502,"writing ETAs to protobuf feed",314.517,336.337
616,1567030085,719,499,"loading vehicle positions",23.7689,14.795
616,1567030085,719,499,"updating vehicle information",3.05742,3.056
616,1567030085,719,499,"updating vehicle states",3545.56,9982.18
616,1567030085,719,499,"updating network state",0.556817,1.558
616,1567030085,719,499,"predicting ETAs",1269.79,2999.92
616,1567030085,719,499,"writing ETAs to protobuf feed",314.635,337.309
617,1567030116,721,498,"loading vehicle positions",23.1243,14.211
617,1567030116,721,498,"updating vehicle information",3.35726,3.357
617,1567030116,721,498,"updating vehicle states",3986.49,10293.8
617,1567030116,721,498,"updating network state",0.557282,1.476
617,1567030116,721,498,"predicting ETAs",1312.65,3252.48
617,1567030116,721,498,"writing ETAs to protobuf feed",317.003,336.024
618,1567030146,721,500,"loading vehicle positions",30.287,20.008
618,1567030146,721,500,"updating vehicle information",3.77972,3.779
618,1567030146,721,500,"updating vehicle states",3614.81,9989.99
618,1567030146,721,500,"updating network state",0.507647,1.522
618,1567030146,721,500,"predicting ETAs",3491.27,5979.74
618,1567030146,721,500,"writing ETAs to protobuf feed",320.956,338.142
619,1567030174,719,504,"loading vehicle positions",23.138,13.481
619,1567030174,719,504,"updating vehicle information",3.18859,3.188
619,1567030174,719,504,"updating vehicle states",3761.5,10016
619,1567030174,719,504,"updating network state",0.542998,1.61
619,1567030174,719,504,"predicting ETAs",1109.72,2855.39
619,1567030174,719,504,"writing ETAs to protobuf feed",315.39,338.126
620,1567030206,718,503,"loading vehicle positions",23.2048,13.865
620,1567030206,718,503,"updating vehicle information",3.18775,3.188
620,1567030206,718,503,"updating vehicle states",3888.92,10291.2
620,1567030206,718,503,"updating network state",0.555705,0.988
620,1567030206,718,503,"predicting ETAs",1305.58,3221.24
620,1567030206,718,503,"writing ETAs to protobuf feed",334.77,356.224
621,1567030234,725,505,"loading vehicle positions",27.4554,18.321
621,1567030234,725,505,"updating vehicle information",3.47457,3.474
621,1567030234,725,505,"updating vehicle states",3647.88,10370.4
621,1567030234,725,505,"updating network state",0.790284,2.098
621,1567030234,725,505,"predicting ETAs",1275.59,3036.72
621,1567030234,725,505,"writing ETAs to protobuf feed",316.149,338.834
622,1567030263,726,501,"loading vehicle positions",27.9696,18.045
622,1567030263,726,501,"updating vehicle information",3.20404,3.203
622,1567030263,726,501,"updating vehicle states",4570.66,11281.7
622,1567030263,726,501,"updating network state",0.733185,1.465
622,1567030263,726,501,"predicting ETAs",1482.28,3383.22
622,1567030263,726,501,"writing ETAs to protobuf feed",331.041,353.284
623,1567030294,719,501,"loading vehicle positions",25.9951,16.675
623,1567030294,719,501,"updating vehicle information",3.1402,3.139
623,1567030294,719,501,"updating vehicle states",3959.91,10581.6
623,1567030294,719,501,"updating network state",0.6135,1.469
623,1567030294,719,501,"predicting ETAs",1151.38,2927.64
623,1567030294,719,501,"writing ETAs to protobuf feed",331.276,353.622
624,1567030326,711,495,"loading vehicle positions",23.5452,14.34
624,1567030326,711,495,"updating vehicle information",3.14091,3.141
624,1567030326,711,495,"updating vehicle states",4154.9,11056.5
624,1567030326,711,495,"updating network state",0.550124,0.816
624,1567030326,711,495,"predicting ETAs",1419.89,3154.76
624,1567030326,711,495,"writing ETAs to protobuf feed",337.049,354.775
625,1567030356,719,492,"loading vehicle positions",29.1952,19.832
625,1567030356,719,492,"updating vehicle information",3.26582,3.266
625,1567030356,719,492,"updating vehicle states",4394.06,10917.7
625,1567030356,719,492,"updating network state",0.620903,1.81
625,1567030356,719,492,"predicting ETAs",1605.7,3258.09
625,1567030356,719,492,"writing ETAs to protobuf feed",348.663,366.927
626,1567030385,713,490,"loading vehicle positions",30.8217,20.71
626,1567030385,713,490,"updating vehicle information",3.65788,3.385
626,1567030385,713,490,"updating vehicle states",4520.65,10168
626,1567030385,713,490,"updating network state",0.520314,1.528
626,1567030385,713,490,"predicting ETAs",1261.83,2932.16
626,1567030385,713,490,"writing ETAs to protobuf feed",317.499,340.109
627,1567030415,711,494,"loading vehicle positions",27.0088,17.895
627,1567030415,711,494,"updating vehicle information",3.16431,3.163
627,1567030415,711,494,"updating vehicle states",4074.36,10348.5
627,1567030415,711,494,"updating network state",0.56346,0.563
627,1567030415,711,494,"predicting ETAs",1373.18,3096.73
627,1567030415,711,494,"writing ETAs to protobuf feed",314.854,337.226
628,1567030446,706,496,"loading vehicle positions",26.5644,17.247
628,1567030446,706,496,"updating vehicle information",3.12179,3.122
628,1567030446,706,496,"updating vehicle states",4212.43,10341.1
628,1567030446,706,496,"updating network state",0.511516,1.29
628,1567030446,706,496,"predicting ETAs",4501.6,6925.94
628,1567030446,706,496,"writing ETAs to protobuf feed",312.986,333.378
629,1567030476,705,496,"loading vehicle positions",26.5722,16.235
629,1567030476,705,496,"updating vehicle information",3.07002,3.07
629,1567030476,705,496,"updating vehicle states",3896.45,10096.7
629,1567030476,705,496,"updating network state",0.569876,1.709
629,1567030476,705,496,"predicting ETAs",1219.47,3037.94
629,1567030476,705,496,"writing ETAs to protobuf feed",324.702,328.491
630,1567030504,701,489,"loading vehicle positions",24.3442,14.832
630,1567030504,701,489,"updating vehicle information",4.02506,4.024
630,1567030504,701,489,"updating vehicle states",3664.94,8979.69
630,1567030504,701,489,"updating network state",0.601149,1.508
630,1567030504,701,489,"predicting ETAs",1333.86,3038.55
630,1567030504,701,489,"writing ETAs to protobuf feed",318.493,341.208
631,1567030535,703,499,"loading vehicle positions",24.8616,15.856
631,1567030535,703,499,"updating vehicle information",3.20965,3.21
631,1567030535,703,499,"updating vehicle states",4072.12,10499.1
631,1567030535,703,499,"updating network state",0.542094,1.626
631,1567030535,703,499,"predicting ETAs",1313.15,3127.85
631,1567030535,703,499,"writing ETAs to protobuf feed",317.662,337.866
632,1567030565,704,497,"loading vehicle positions",26.2393,16.523
632,1567030565,704,497,"updating vehicle information",3.1682,3.167
632,1567030565,704,497,"updating vehicle states",3714.61,9917.85
632,1567030565,704,497,"updating network state",0.571881,0.974
632,1567030565,704,497,"predicting ETAs",1213.38,2953.63
632,1567030565,704,497,"writing ETAs to protobuf feed",313.061,334.663
633,1567030595,703,496,"loading vehicle positions",22.3535,13.283
633,1567030595,703,496,"updating vehicle information",3.10024,3.1
633,1567030595,703,496,"updating vehicle states",3737.27,9736.15
633,1567030595,703,496,"updating network state",0.598759,1.458
633,1567030595,703,496,"predicting ETAs",1015.75,2744.97
633,1567030595,703,496,"writing ETAs to protobuf feed",308.359,327.755
634,1567030624,699,489,"loading vehicle positions",21.8391,12.645
634,1567030624,699,489,"updating vehicle information",3.10509,3.104
634,1567030624,699,489,"updating vehicle states",4108.27,10090.7
634,1567030624,699,489,"updating network state",0.552026,1.104
634,1567030624,699,489,"predicting ETAs",1451.8,3262.45
634,1567030624,699,489,"writing ETAs to protobuf feed",315.623,337.638
635,1567030655,701,491,"loading vehicle positions",25.8608,16.764
635,1567030655,701,491,"updating vehicle information",3.13399,3.134
635,1567030655,701,491,"updating vehicle states",3936.3,10033
635,1567030655,701,491,"updating network state",0.530202,1.59
635,1567030655,701,491,"predicting ETAs",1188.8,2968.76
635,1567030655,701,491,"writing ETAs to protobuf feed",322.578,332.289
636,1567030685,696,490,"loading vehicle positions",24.4976,15.374
636,1567030685,696,490,"updating vehicle information",3.09781,3.097
636,1567030685,696,490,"updating vehicle states",4085.26,10518.2
636,1567030685,696,490,"updating network state",1.00951,2.638
636,1567030685,696,490,"predicting ETAs",1217.75,3068.17
636,1567030685,696,490,"writing ETAs to protobuf feed",325.541,348.03
637,1567030714,694,495,"loading vehicle positions",23.0299,13.551
637,1567030714,694,495,"updating vehicle information",2.99856,2.998
637,1567030714,694,495,"updating vehicle states",3836.91,10089.1
637,1567030714,694,495,"updating network state",0.527361,1.054
637,1567030714,694,495,"predicting ETAs",1267.91,2913.11
637,1567030714,694,495,"writing ETAs to protobuf feed",331.158,353.351
638,1567030745,692,491,"loading vehicle positions",25.3129,15.736
638,1567030745,692,491,"updating vehicle information",2.96027,2.96
638,1567030745,692,491,"updating vehicle states",4190.55,10131
638,1567030745,692,491,"updating network state",0.504815,1.514
638,1567030745,692,491,"predicting ETAs",3756.92,5755.65
638,1567030745,692,491,"writing ETAs to protobuf feed",313.1,333.208
639,1567030775,695,485,"loading vehicle positions",23.2748,13.602
639,1567030775,695,485,"updating vehicle information",2.95946,2.959
639,1567030775,695,485,"updating vehicle states",3772.56,9972.34
639,1567030775,695,485,"updating network state",0.547093,1.408
639,1567030775,695,485,"predicting ETAs",1273.02,2933.03
639,1567030775,695,485,"writing ETAs to protobuf feed",337.409,354.325
640,1567030806,691,484,"loading vehicle positions",25.9972,16.699
640,1567030806,691,484,"updating vehicle information",3.17114,3.171
640,1567030806,691,484,"updating vehicle states",4026.23,10155.2
640,1567030806,691,484,"updating network state",1.16129,2.968
640,1567030806,691,484,"predicting ETAs",1388.69,3096.56
640,1567030806,691,484,"writing ETAs to protobuf feed",316.408,337.567
641,1567030837,691,481,"loading vehicle positions",22.2658,12.868
641,1567030837,691,481,"updating vehicle information",3.10837,3.108
641,1567030837,691,481,"updating vehicle states",3800.82,10137.8
641,1567030837,691,481,"updating network state",0.519185,1.557
641,1567030837,691,481,"predicting ETAs",1457.22,3410.86
641,1567030837,691,481,"writing ETAs to protobuf feed",318.619,338.759
642,1567030865,692,482,"loading vehicle positions",25.4121,16.206
642,1567030865,692,482,"updating vehicle information",3.11461,3.114
642,1567030865,692,482,"updating vehicle states",3787.21,9334.13
642,1567030865,692,482,"updating network state",0.510322,1.53
642,1567030865,692,482,"predicting ETAs",1256.09,3060.64
642,1567030865,692,482,"writing ETAs to protobuf feed",319.043,333.892
643,1567030895,692,486,"loading vehicle positions",22.595,13.077
643,1567030895,692,486,"updating vehicle information",3.05911,3.058
643,1567030895,692,486,"updating vehicle states",3894.77,10081.3
643,1567030895,692,486,"updating network state",0.529923,1.302
643,1567030895,692,486,"predicting ETAs",1145.4,2787.44
643,1567030895,692,486,"writing ETAs to protobuf feed",325.755,346.086
644,1567030926,695,481,"loading vehicle positions",21.6223,12.293
644,1567030926,695,481,"updating vehicle information",5.92678,3.426
644,1567030926,695,481,"updating vehicle states",3815.3,10245.3
644,1567030926,695,481,"updating network state",0.527661,1.055
644,1567030926,695,481,"predicting ETAs",1385.21,3236.2
644,1567030926,695,481,"writing ETAs to protobuf feed",310.533,332.35
645,1567030956,700,481,"loading vehicle positions",24.1121,14.784
645,1567030956,700,481,"updating vehicle information",3.10299,3.103
645,1567030956,700,481,"updating vehicle states",3855.24,9626.17
645,1567030956,700,481,"updating network state",0.530834,1.592
645,1567030956,700,481,"predicting ETAs",1255.13,3100.84
645,1567030956,700,481,"writing ETAs to protobuf feed",320.243,341.968
646,1567030986,694,476,"loading vehicle positions",34.5102,21.401
646,1567030986,694,476,"updating vehicle information",4.17162,4.069
646,1567030986,694,476,"updating vehicle states",4211.86,9850.72
646,1567030986,694,476,"updating network state",0.53619,1.608
646,1567030986,694,476,"predicting ETAs",1355.98,3260.22
646,1567030986,694,476,"writing ETAs to protobuf feed",322.026,342.565
647,1567031015,693,483,"loading vehicle positions",25.7079,16.67
647,1567031015,693,483,"updating vehicle information",3.19989,3.199
647,1567031015,693,483,"updating vehicle states",3885.46,9745.48
647,1567031015,693,483,"updating network state",0.542902,1.628
647,1567031015,693,483,"predicting ETAs",1038.77,2513.29
647,1567031015,693,483,"writing ETAs to protobuf feed",343.853,365.084
648,1567031044,685,481,"loading vehicle positions",29.2433,20.123
648,1567031044,685,481,"updating vehicle information",3.31044,3.248
648,1567031044,685,481,"updating vehicle states",3810.18,9249.08
648,1567031044,685,481,"updating network state",0.662407,1.75
648,1567031044,685,481,"predicting ETAs",2822.12,5043.59
648,1567031044,685,481,"writing ETAs to protobuf feed",344.495,364.266
649,1567031075,683,477,"loading vehicle positions",25.4396,16.354
649,1567031075,683,477,"updating vehicle information",4.33791,4.218
649,1567031075,683,477,"updating vehicle states",3993.44,9700.86
649,1567031075,683,477,"updating network state",0.509089,1.527
649,1567031075,683,477,"predicting ETAs",947.849,2542.07
649,1567031075,683,477,"writing ETAs to protobuf feed",326.748,339.141
650,1567031105,687,476,"loading vehicle positions",24.6858,15.146
650,1567031105,687,476,"updating vehicle information",2.99963,2.999
650,1567031105,687,476,"updating vehicle states",3792.95,9467.79
650,1567031105,687,476,"updating network state",0.493413,0.986
650,1567031105,687,476,"predicting ETAs",1270.91,2840.25
650,1567031105,687,476,"writing ETAs to protobuf feed",318.13,337.576
651,1567031135,689,473,"loading vehicle positions",26.3425,16.884
651,1567031135,689,473,"updating vehicle information",3.02508,3.024
651,1567031135,689,473,"updating vehicle states",4380.43,9599.11
651,1567031135,689,473,"updating network state",0.513596,1.027
651,1567031135,689,473,"predicting ETAs",1672.2,3115.22
