iteration,timestamp,nvehicles,ntripupdates,what,wall,cpu
1051,1567043134,661,470,"updating vehicle states",3864.02,10578.8
1051,1567043134,661,470,"updating network state",0.558281,1.331
1051,1567043134,661,470,"predicting ETAs",1306.82,2930.95
1051,1567043134,661,470,"writing ETAs to protobuf feed",323.432,338.733
1052,1567043165,664,463,"loading vehicle positions",25.2347,14.646
1052,1567043165,664,463,"updating vehicle information",2.97558,2.976
1052,1567043165,664,463,"updating vehicle states",3877.03,10637.2
1052,1567043165,664,463,"updating network state",0.603922,0.895
1052,1567043165,664,463,"predicting ETAs",1360.43,3175.09
1052,1567043165,664,463,"writing ETAs to protobuf feed",320.106,340.517
1053,1567043194,663,468,"loading vehicle positions",27.6157,17.63
1053,1567043194,663,468,"updating vehicle information",3.02039,3.02
1053,1567043194,663,468,"updating vehicle states",3928.56,10713.9
1053,1567043194,663,468,"updating network state",0.542008,1.564
1053,1567043194,663,468,"predicting ETAs",1354.06,3189.72
1053,1567043194,663,468,"writing ETAs to protobuf feed",320.985,342.741
1054,1567043225,662,464,"loading vehicle positions",26.3009,15.585
1054,1567043225,662,464,"updating vehicle information",2.94151,2.942
1054,1567043225,662,464,"updating vehicle states",5043.36,11062.3
1054,1567043225,662,464,"updating network state",0.513138,1.536
1054,1567043225,662,464,"predicting ETAs",1674.34,3155.98
1054,1567043225,662,464,"writing ETAs to protobuf feed",319.739,339.899
1055,1567043255,665,469,"loading vehicle positions",25.9906,15.679
1055,1567043255,665,469,"updating vehicle information",3.0308,3.03
1055,1567043255,665,469,"updating vehicle states",3952.74,10587.5
1055,1567043255,665,469,"updating network state",0.527641,1.394
1055,1567043255,665,469,"predicting ETAs",1624.77,2958.99
1055,1567043255,665,469,"writing ETAs to protobuf feed",370.36,362.559
1056,1567043284,661,460,"loading vehicle positions",34.3869,20.399
1056,1567043284,661,460,"updating vehicle information",3.05786,3.057
1056,1567043284,661,460,"updating vehicle states",3890.95,10102.7
1056,1567043284,661,460,"updating network state",0.541008,1.036
1056,1567043284,661,460,"predicting ETAs",1303,2635.33
1056,1567043284,661,460,"writing ETAs to protobuf feed",338.977,348.557
1057,1567043314,667,454,"loading vehicle positions",26.9472,17.076
1057,1567043314,667,454,"updating vehicle information",3.30843,3.086
1057,1567043314,667,454,"updating vehicle states",3775.82,10107.8
1057,1567043314,667,454,"updating network state",0.51656,1.201
1057,1567043314,667,454,"predicting ETAs",1334.9,2852.34
1057,1567043314,667,454,"writing ETAs to protobuf feed",320.134,336.959
1058,1567043343,666,457,"loading vehicle positions",27.3175,17.459
1058,1567043343,666,457,"updating vehicle information",3.41943,3.419
1058,1567043343,666,457,"updating vehicle states",3842.97,10526.7
1058,1567043343,666,457,"updating network state",0.550725,1.651
1058,1567043343,666,457,"predicting ETAs",3618.25,5814.53
1058,1567043343,666,457,"writing ETAs to protobuf feed",318.727,340.594
1059,1567043374,672,456,"loading vehicle positions",26.3357,14.132
1059,1567043374,672,456,"updating vehicle information",2.93809,2.937
1059,1567043374,672,456,"updating vehicle states",3853.2,10935.1
1059,1567043374,672,456,"updating network state",6.45186,9.204
1059,1567043374,672,456,"predicting ETAs",1255.3,2753.64
1059,1567043374,672,456,"writing ETAs to protobuf feed",325.107,346.52
1060,1567043404,670,455,"loading vehicle positions",29.5532,19.807
1060,1567043404,670,455,"updating vehicle information",3.11737,3.085
1060,1567043404,670,455,"updating vehicle states",3799.8,10283
1060,1567043404,670,455,"updating network state",0.925109,1.534
1060,1567043404,670,455,"predicting ETAs",1434.11,3176.55
1060,1567043404,670,455,"writing ETAs to protobuf feed",326.266,346.582
1061,1567043435,668,458,"loading vehicle positions",36.5973,21.433
1061,1567043435,668,458,"updating vehicle information",4.20164,4.105
1061,1567043435,668,458,"updating vehicle states",3658.72,9791.74
1061,1567043435,668,458,"updating network state",0.512242,1.024
1061,1567043435,668,458,"predicting ETAs",1105.12,2831.84
1061,1567043435,668,458,"writing ETAs to protobuf feed",328.355,350.026
1062,1567043463,667,454,"loading vehicle positions",26.6648,15.821
1062,1567043463,667,454,"updating vehicle information",3.06675,3.066
1062,1567043463,667,454,"updating vehicle states",3741.9,10230
1062,1567043463,667,454,"updating network state",0.511922,1.119
1062,1567043463,667,454,"predicting ETAs",1327.27,3098.24
1062,1567043463,667,454,"writing ETAs to protobuf feed",317.102,337.38
1063,1567043493,669,454,"loading vehicle positions",26.7244,16.333
1063,1567043493,669,454,"updating vehicle information",3.16399,3.163
1063,1567043493,669,454,"updating vehicle states",3890.9,10503.4
1063,1567043493,669,454,"updating network state",0.581234,0.918
1063,1567043493,669,454,"predicting ETAs",1209.75,2996.85
1063,1567043493,669,454,"writing ETAs to protobuf feed",318.593,338.522
1064,1567043524,661,455,"loading vehicle positions",24.1679,13.753
1064,1567043524,661,455,"updating vehicle information",2.91384,2.914
1064,1567043524,661,455,"updating vehicle states",3721.58,10235.1
1064,1567043524,661,455,"updating network state",0.677278,1.892
1064,1567043524,661,455,"predicting ETAs",1209.82,2928.44
1064,1567043524,661,455,"writing ETAs to protobuf feed",319.59,339.631
1065,1567043554,661,456,"loading vehicle positions",25.474,15.22
1065,1567043554,661,456,"updating vehicle information",3.08653,3.086
1065,1567043554,661,456,"updating vehicle states",3694.41,10234.1
1065,1567043554,661,456,"updating network state",0.545414,1.667
1065,1567043554,661,456,"predicting ETAs",1070.28,2627.39
1065,1567043554,661,456,"writing ETAs to protobuf feed",313.147,331.051
1066,1567043584,662,451,"loading vehicle positions",26.8565,16.803
1066,1567043584,662,451,"updating vehicle information",2.89797,2.898
1066,1567043584,662,451,"updating vehicle states",3986.51,9859.34
1066,1567043584,662,451,"updating network state",0.512838,1.538
1066,1567043584,662,451,"predicting ETAs",1126.81,2918.11
1066,1567043584,662,451,"writing ETAs to protobuf feed",323.433,327.797
1067,1567043615,661,451,"loading vehicle positions",26.1389,15.236
1067,1567043615,661,451,"updating vehicle information",2.82523,2.825
1067,1567043615,661,451,"updating vehicle states",3279.3,9502.58
1067,1567043615,661,451,"updating network state",0.535466,1.606
1067,1567043615,661,451,"predicting ETAs",1020.25,2543.74
1067,1567043615,661,451,"writing ETAs to protobuf feed",313.582,335.458
1068,1567043644,657,448,"loading vehicle positions",25.2006,14.426
1068,1567043644,657,448,"updating vehicle information",2.93434,2.934
1068,1567043644,657,448,"updating vehicle states",3360.83,9571.76
1068,1567043644,657,448,"updating network state",0.541019,1.081
1068,1567043644,657,448,"predicting ETAs",3393.49,5618.8
1068,1567043644,657,448,"writing ETAs to protobuf feed",356.232,364.385
1069,1567043674,661,448,"loading vehicle positions",34.0011,18.181
1069,1567043674,661,448,"updating vehicle information",3.53795,3.511
1069,1567043674,661,448,"updating vehicle states",3752.57,9868.29
1069,1567043674,661,448,"updating network state",0.524455,1.049
1069,1567043674,661,448,"predicting ETAs",1200.71,2690.48
1069,1567043674,661,448,"writing ETAs to protobuf feed",322.568,344.466
1070,1567043704,664,452,"loading vehicle positions",28.5477,18.096
1070,1567043704,664,452,"updating vehicle information",3.08965,3.06
1070,1567043704,664,452,"updating vehicle states",3534.76,9311.63
1070,1567043704,664,452,"updating network state",0.543446,1.538
1070,1567043704,664,452,"predicting ETAs",1047.61,2798.62
1070,1567043704,664,452,"writing ETAs to protobuf feed",318.968,341.069
1071,1567043735,671,462,"loading vehicle positions",28.6258,18.294
1071,1567043735,671,462,"updating vehicle information",4.22372,4.2
1071,1567043735,671,462,"updating vehicle states",3987.99,10796.2
1071,1567043735,671,462,"updating network state",0.531137,1.593
1071,1567043735,671,462,"predicting ETAs",1484.76,3441.93
1071,1567043735,671,462,"writing ETAs to protobuf feed",324.201,346.597
1072,1567043764,677,457,"loading vehicle positions",30.845,19.678
1072,1567043764,677,457,"updating vehicle information",4.34262,4.342
1072,1567043764,677,457,"updating vehicle states",3752.96,10356.3
1072,1567043764,677,457,"updating network state",0.611152,1.746
1072,1567043764,677,457,"predicting ETAs",1301.25,2849.59
1072,1567043764,677,457,"writing ETAs to protobuf feed",346.378,359.911
1073,1567043795,679,465,"loading vehicle positions",29.3193,18.728
1073,1567043795,679,465,"updating vehicle information",3.05358,3.053
1073,1567043795,679,465,"updating vehicle states",3575.37,10225.8
1073,1567043795,679,465,"updating network state",0.661068,1.859
1073,1567043795,679,465,"predicting ETAs",1311.7,3013.83
1073,1567043795,679,465,"writing ETAs to protobuf feed",340.956,357.167
1074,1567043824,677,462,"loading vehicle positions",29.8138,19.335
1074,1567043824,677,462,"updating vehicle information",3.55572,3.555
1074,1567043824,677,462,"updating vehicle states",3877.09,10005.7
1074,1567043824,677,462,"updating network state",0.53242,1.27
1074,1567043824,677,462,"predicting ETAs",1454.35,3289.03
1074,1567043824,677,462,"writing ETAs to protobuf feed",318.275,338.761
1075,1567043854,678,465,"loading vehicle positions",27.3677,16.539
1075,1567043854,678,465,"updating vehicle information",3.14155,3.141
1075,1567043854,678,465,"updating vehicle states",3844.94,10236.8
1075,1567043854,678,465,"updating network state",0.48191,1.446
1075,1567043854,678,465,"predicting ETAs",1623.75,3438.96
1075,1567043854,678,465,"writing ETAs to protobuf feed",316.953,331.766
1076,1567043884,688,473,"loading vehicle positions",25.9672,15.458
1076,1567043884,688,473,"updating vehicle information",3.07233,3.072
1076,1567043884,688,473,"updating vehicle states",4071.82,10475.2
1076,1567043884,688,473,"updating network state",0.698408,1.718
1076,1567043884,688,473,"predicting ETAs",1693.34,3624.51
1076,1567043884,688,473,"writing ETAs to protobuf feed",323.416,345.286
1077,1567043914,690,471,"loading vehicle positions",29.027,18.967
1077,1567043914,690,471,"updating vehicle information",3.96675,3.96
1077,1567043914,690,471,"updating vehicle states",3705.21,9950.42
1077,1567043914,690,471,"updating network state",0.556819,1.114
1077,1567043914,690,471,"predicting ETAs",1427.3,3341.07
1077,1567043914,690,471,"writing ETAs to protobuf feed",334.886,354.409
1078,1567043944,686,467,"loading vehicle positions",29.5399,19.603
1078,1567043944,686,467,"updating vehicle information",3.15317,3.152
1078,1567043944,686,467,"updating vehicle states",3326.38,9098.67
1078,1567043944,686,467,"updating network state",0.913952,1.454
1078,1567043944,686,467,"predicting ETAs",6823.38,8956.53
1078,1567043944,686,467,"writing ETAs to protobuf feed",332.963,348.285
1079,1567043975,690,471,"loading vehicle positions",25.2412,14.734
1079,1567043975,690,471,"updating vehicle information",3.23236,3.232
1079,1567043975,690,471,"updating vehicle states",4011,10446.1
1079,1567043975,690,471,"updating network state",0.547352,1.642
1079,1567043975,690,471,"predicting ETAs",1084.43,2751.94
1079,1567043975,690,471,"writing ETAs to protobuf feed",319.73,341.673
1080,1567044005,689,472,"loading vehicle positions",26.6659,16.308
1080,1567044005,689,472,"updating vehicle information",3.13048,3.13
1080,1567044005,689,472,"updating vehicle states",3318.65,9408.75
1080,1567044005,689,472,"updating network state",0.554359,0.82
1080,1567044005,689,472,"predicting ETAs",1118.93,2678.77
1080,1567044005,689,472,"writing ETAs to protobuf feed",327.552,349.44
1081,1567044035,690,481,"loading vehicle positions",25.3136,14.598
1081,1567044035,690,481,"updating vehicle information",3.12074,3.12
1081,1567044035,690,481,"updating vehicle states",4045.89,10829.6
1081,1567044035,690,481,"updating network state",0.931235,2.414
1081,1567044035,690,481,"predicting ETAs",1449.76,3453.4
1081,1567044035,690,481,"writing ETAs to protobuf feed",336.185,356.695
1082,1567044062,693,482,"loading vehicle positions",26.2102,15.993
1082,1567044062,693,482,"updating vehicle information",2.95756,2.957
1082,1567044062,693,482,"updating vehicle states",3435.42,10109.8
1082,1567044062,693,482,"updating network state",0.882951,1.37
1082,1567044062,693,482,"predicting ETAs",1425.88,3527.22
1082,1567044062,693,482,"writing ETAs to protobuf feed",330.663,352.368
1083,1567044093,699,480,"loading vehicle positions",31.4728,21.761
1083,1567044093,699,480,"updating vehicle information",3.50086,3.39
1083,1567044093,699,480,"updating vehicle states",3733.23,10239.6
1083,1567044093,699,480,"updating network state",0.501875,1.22
1083,1567044093,699,480,"predicting ETAs",1269.53,2924.84
1083,1567044093,699,480,"writing ETAs to protobuf feed",328.703,347.161
1084,1567044123,701,478,"loading vehicle positions",27.724,17.058
1084,1567044123,701,478,"updating vehicle information",3.0921,3.092
1084,1567044123,701,478,"updating vehicle states",3636.42,10606.3
1084,1567044123,701,478,"updating network state",1.0867,2.714
1084,1567044123,701,478,"predicting ETAs",1283.16,3031.82
1084,1567044123,701,478,"writing ETAs to protobuf feed",321.511,343.971
1085,1567044153,705,475,"loading vehicle positions",33.9776,22.767
1085,1567044153,705,475,"updating vehicle information",9.42704,9.425
1085,1567044153,705,475,"updating vehicle states",3732.28,10359.3
1085,1567044153,705,475,"updating network state",0.530375,1.59
1085,1567044153,705,475,"predicting ETAs",1160.36,3087.45
1085,1567044153,705,475,"writing ETAs to protobuf feed",338.377,350.475
1086,1567044184,700,475,"loading vehicle positions",33.0931,22.477
1086,1567044184,700,475,"updating vehicle information",9.32068,9.319
1086,1567044184,700,475,"updating vehicle states",3734.52,10579.6
1086,1567044184,700,475,"updating network state",0.551298,1.102
1086,1567044184,700,475,"predicting ETAs",1121.42,2875.71
1086,1567044184,700,475,"writing ETAs to protobuf feed",321.136,343.612
1087,1567044214,705,472,"loading vehicle positions",28.1036,17.536
1087,1567044214,705,472,"updating vehicle information",3.09006,3.09
1087,1567044214,705,472,"updating vehicle states",3795.65,10941.5
1087,1567044214,705,472,"updating network state",0.603588,1.129
1087,1567044214,705,472,"predicting ETAs",1350.26,3246.39
1087,1567044214,705,472,"writing ETAs to protobuf feed",326.019,346.508
1088,1567044243,704,472,"loading vehicle positions",26.9108,16.706
1088,1567044243,704,472,"updating vehicle information",3.22935,3.229
1088,1567044243,704,472,"updating vehicle states",3810.28,10360.6
1088,1567044243,704,472,"updating network state",0.514899,1.259
1088,1567044243,704,472,"predicting ETAs",3512.58,5844.26
1088,1567044243,704,472,"writing ETAs to protobuf feed",329.534,348.579
1089,1567044273,702,475,"loading vehicle positions",30.1793,17.023
1089,1567044273,702,475,"updating vehicle information",3.44018,3.44
1089,1567044273,702,475,"updating vehicle states",3773.78,9912.12
1089,1567044273,702,475,"updating network state",0.736795,1.977
1089,1567044273,702,475,"predicting ETAs",1102.91,2842.05
1089,1567044273,702,475,"writing ETAs to protobuf feed",320.13,342.683
1090,1567044304,708,476,"loading vehicle positions",27.9759,17.547
1090,1567044304,708,476,"updating vehicle information",3.07051,3.07
1090,1567044304,708,476,"updating vehicle states",3807.26,10613.1
1090,1567044304,708,476,"updating network state",0.556111,1.622
1090,1567044304,708,476,"predicting ETAs",1244.39,3201.15
1090,1567044304,708,476,"writing ETAs to protobuf feed",320.566,342.194
1091,1567044334,709,475,"loading vehicle positions",26.7089,16.181
1091,1567044334,709,475,"updating vehicle information",3.14498,3.144
1091,1567044334,709,475,"updating vehicle states",4036.51,10460.2
1091,1567044334,709,475,"updating network state",0.589853,1.692
1091,1567044334,709,475,"predicting ETAs",1278.85,3301.85
1091,1567044334,709,475,"writing ETAs to protobuf feed",323.867,345.628
1092,1567044363,702,467,"loading vehicle positions",28.2431,17.767
1092,1567044363,702,467,"updating vehicle information",3.09433,3.093
1092,1567044363,702,467,"updating vehicle states",3769.45,10592.1
1092,1567044363,702,467,"updating network state",0.519039,1.221
1092,1567044363,702,467,"predicting ETAs",1314.37,3376.33
1092,1567044363,702,467,"writing ETAs to protobuf feed",341.477,363.356
1093,1567044393,700,468,"loading vehicle positions",25.8082,15.468
1093,1567044393,700,468,"updating vehicle information",2.93085,2.93
1093,1567044393,700,468,"updating vehicle states",3993.56,10821
1093,1567044393,700,468,"updating network state",0.503735,1.469
1093,1567044393,700,468,"predicting ETAs",1377.35,3164.94
1093,1567044393,700,468,"writing ETAs to protobuf feed",335.664,355.671
1094,1567044424,694,463,"loading vehicle positions",30.4106,19.056
1094,1567044424,694,463,"updating vehicle information",2.91886,2.915
1094,1567044424,694,463,"updating vehicle states",4377.33,11208
1094,1567044424,694,463,"updating network state",0.530258,1.06
1094,1567044424,694,463,"predicting ETAs",1300.73,3274.28
1094,1567044424,694,463,"writing ETAs to protobuf feed",343.359,364.49
1095,1567044454,695,472,"loading vehicle positions",33.3769,22.067
1095,1567044454,695,472,"updating vehicle information",3.46359,3.463
1095,1567044454,695,472,"updating vehicle states",3800.03,10712.7
1095,1567044454,695,472,"updating network state",0.522407,1.045
1095,1567044454,695,472,"predicting ETAs",1486.16,3293.03
1095,1567044454,695,472,"writing ETAs to protobuf feed",331.699,352.402
1096,1567044483,687,469,"loading vehicle positions",34.9032,18.803
1096,1567044483,687,469,"updating vehicle information",3.81659,3.816
1096,1567044483,687,469,"updating vehicle states",3785.15,10604.5
1096,1567044483,687,469,"updating network state",0.512008,1.535
1096,1567044483,687,469,"predicting ETAs",1225.33,3063.21
1096,1567044483,687,469,"writing ETAs to protobuf feed",336.534,358.666
1097,1567044516,693,475,"loading vehicle positions",29.6977,19.365
1097,1567044516,693,475,"updating vehicle information",3.69955,3.699
1097,1567044516,693,475,"updating vehicle states",4455.32,11030.4
1097,1567044516,693,475,"updating network state",0.557146,1.114
1097,1567044516,693,475,"predicting ETAs",1447.51,3265.57
1097,1567044516,693,475,"writing ETAs to protobuf feed",330.507,352.36
1098,1567044545,699,470,"loading vehicle positions",36.2016,23.801
1098,1567044545,699,470,"updating vehicle information",3.42584,3.393
1098,1567044545,699,470,"updating vehicle states",3664.99,10267.6
1098,1567044545,699,470,"updating network state",0.508763,1.179
1098,1567044545,699,470,"predicting ETAs",3606.29,6012.51
1098,1567044545,699,470,"writing ETAs to protobuf feed",334.419,349.411
1099,1567044573,704,472,"loading vehicle positions",26.7362,16.264
1099,1567044573,704,472,"updating vehicle information",3.08968,3.09
1099,1567044573,704,472,"updating vehicle states",3928.67,10755.7
1099,1567044573,704,472,"updating network state",0.626564,1.253
1099,1567044573,704,472,"predicting ETAs",1127.54,2810.12
1099,1567044573,704,472,"writing ETAs to protobuf feed",322.786,345.306
1100,1567044604,708,469,"loading vehicle positions",29.1778,19.059
1100,1567044604,708,469,"updating vehicle information",3.22363,3.223
1100,1567044604,708,469,"updating vehicle states",3871.8,10334.8
1100,1567044604,708,469,"updating network state",0.547946,1.619
1100,1567044604,708,469,"predicting ETAs",1108.06,2945.48
1100,1567044604,708,469,"writing ETAs to protobuf feed",324.338,341.43
1101,1567044635,715,471,"loading vehicle positions",27.0388,16.117
1101,1567044635,715,471,"updating vehicle information",3.16519,3.165
1101,1567044635,715,471,"updating vehicle states",3995.21,11215.1
1101,1567044635,715,471,"updating network state",0.525818,1.33
1101,1567044635,715,471,"predicting ETAs",1300.64,3390.02
1101,1567044635,715,471,"writing ETAs to protobuf feed",328.846,348.835
1102,1567044663,721,479,"loading vehicle positions",28.2174,17.618
1102,1567044663,721,479,"updating vehicle information",3.19113,3.19
1102,1567044663,721,479,"updating vehicle states",4219.74,10815
1102,1567044663,721,479,"updating network state",0.548273,1.644
1102,1567044663,721,479,"predicting ETAs",1366.21,3404.6
1102,1567044663,721,479,"writing ETAs to protobuf feed",325.106,346.837
1103,1567044693,717,480,"loading vehicle positions",29.3008,18.389
1103,1567044693,717,480,"updating vehicle information",3.1774,3.177
1103,1567044693,717,480,"updating vehicle states",3826.85,10494.2
1103,1567044693,717,480,"updating network state",0.532827,1.577
1103,1567044693,717,480,"predicting ETAs",1131.43,2970.96
1103,1567044693,717,480,"writing ETAs to protobuf feed",323.051,345.475
1104,1567044724,717,473,"loading vehicle positions",26.347,15.477
1104,1567044724,717,473,"updating vehicle information",3.14326,3.143
1104,1567044724,717,473,"updating vehicle states",3903.64,10621.8
1104,1567044724,717,473,"updating network state",0.506911,1.52
1104,1567044724,717,473,"predicting ETAs",1183.52,3073.76
1104,1567044724,717,473,"writing ETAs to protobuf feed",327.816,350.057
1105,1567044755,717,472,"loading vehicle positions",28.2179,17.635
1105,1567044755,717,472,"updating vehicle information",3.02136,3.021
1105,1567044755,717,472,"updating vehicle states",3806.28,10989.3
1105,1567044755,717,472,"updating network state",0.855405,2.139
1105,1567044755,717,472,"predicting ETAs",1047.91,2647.7
1105,1567044755,717,472,"writing ETAs to protobuf feed",323.628,344.061
1106,1567044785,711,469,"loading vehicle positions",27.7252,16.845
1106,1567044785,711,469,"updating vehicle information",3.1153,3.114
1106,1567044785,711,469,"updating vehicle states",3730.86,9510.97
1106,1567044785,711,469,"updating network state",0.807114,2.035
1106,1567044785,711,469,"predicting ETAs",1268.79,3245.91
1106,1567044785,711,469,"writing ETAs to protobuf feed",319.249,341.726
1107,1567044814,716,474,"loading vehicle positions",31.3497,20.642
1107,1567044814,716,474,"updating vehicle information",4.88045,4.88
1107,1567044814,716,474,"updating vehicle states",3653.25,10279.4
1107,1567044814,716,474,"updating network state",0.541558,1.595
1107,1567044814,716,474,"predicting ETAs",1471.56,3402.31
1107,1567044814,716,474,"writing ETAs to protobuf feed",322.057,340.072
1108,1567044844,716,474,"loading vehicle positions",26.8737,16.094
1108,1567044844,716,474,"updating vehicle information",3.18397,3.183
1108,1567044844,716,474,"updating vehicle states",3961.08,10698.3
1108,1567044844,716,474,"updating network state",0.528279,1.584
1108,1567044844,716,474,"predicting ETAs",4338.66,6708.19
1108,1567044844,716,474,"writing ETAs to protobuf feed",323.811,346.333
1109,1567044874,716,467,"loading vehicle positions",27.4952,17.023
1109,1567044874,716,467,"updating vehicle information",3.97234,3.972
1109,1567044874,716,467,"updating vehicle states",4082.7,10444.6
1109,1567044874,716,467,"updating network state",0.507797,1.523
1109,1567044874,716,467,"predicting ETAs",1109.73,2810.02
1109,1567044874,716,467,"writing ETAs to protobuf feed",321.943,342.126
1110,1567044905,715,465,"loading vehicle positions",26.6082,15.925
1110,1567044905,715,465,"updating vehicle information",3.13634,3.136
1110,1567044905,715,465,"updating vehicle states",3836.29,10951.3
1110,1567044905,715,465,"updating network state",0.571184,1.473
1110,1567044905,715,465,"predicting ETAs",1295.66,3284.86
1110,1567044905,715,465,"writing ETAs to protobuf feed",321.493,343.797
1111,1567044934,724,475,"loading vehicle positions",28.5611,18.165
1111,1567044934,724,475,"updating vehicle information",3.30507,3.304
1111,1567044934,724,475,"updating vehicle states",3966.7,10849.3
1111,1567044934,724,475,"updating network state",0.539745,1.607
1111,1567044934,724,475,"predicting ETAs",1502.47,3105.97
1111,1567044934,724,475,"writing ETAs to protobuf feed",337.592,358.792
1112,1567044965,727,482,"loading vehicle positions",31.2288,19.728
1112,1567044965,727,482,"updating vehicle information",3.64002,3.64
1112,1567044965,727,482,"updating vehicle states",4309.74,11623.2
1112,1567044965,727,482,"updating network state",0.541439,1.4
1112,1567044965,727,482,"predicting ETAs",1418.98,3388.37
1112,1567044965,727,482,"writing ETAs to protobuf feed",334.515,355.088
1113,1567044993,725,481,"loading vehicle positions",32.9716,22.512
1113,1567044993,725,481,"updating vehicle information",3.21759,3.217
1113,1567044993,725,481,"updating vehicle states",4184.98,10437.9
1113,1567044993,725,481,"updating network state",0.514213,1.542
1113,1567044993,725,481,"predicting ETAs",1635.94,3503.91
1113,1567044993,725,481,"writing ETAs to protobuf feed",331.127,353.317
1114,1567045025,725,474,"loading vehicle positions",29.9322,18.797
1114,1567045025,725,474,"updating vehicle information",3.25738,3.257
1114,1567045025,725,474,"updating vehicle states",4044.73,10859.9
1114,1567045025,725,474,"updating network state",0.515146,1.546
1114,1567045025,725,474,"predicting ETAs",1434.45,3199.62
1114,1567045025,725,474,"writing ETAs to protobuf feed",324.42,346.83
1115,1567045054,728,476,"loading vehicle positions",26.6618,15.8
1115,1567045054,728,476,"updating vehicle information",3.16131,3.16
1115,1567045054,728,476,"updating vehicle states",4040.58,10749.3
1115,1567045054,728,476,"updating network state",0.517452,1.552
1115,1567045054,728,476,"predicting ETAs",1104.1,2865.25
1115,1567045054,728,476,"writing ETAs to protobuf feed",326.313,348.934
1116,1567045084,721,472,"loading vehicle positions",28.1134,17.233
1116,1567045084,721,472,"updating vehicle information",3.10028,3.1
1116,1567045084,721,472,"updating vehicle states",4157.23,10788.4
1116,1567045084,721,472,"updating network state",0.541643,1.083
1116,1567045084,721,472,"predicting ETAs",1344.09,3012.52
1116,1567045084,721,472,"writing ETAs to protobuf feed",362.999,368.44
1117,1567045144,731,467,"loading vehicle positions",27.933,17.399
1117,1567045144,731,467,"updating vehicle information",3.42903,3.363
1117,1567045144,731,467,"updating vehicle states",5472.75,15095.6
1117,1567045144,731,467,"updating network state",1.0297,2.669
1117,1567045144,731,467,"predicting ETAs",3857.45,6433.33
1117,1567045144,731,467,"writing ETAs to protobuf feed",367.035,378.053
1118,1567045275,733,470,"loading vehicle positions",32.8884,16.6
1118,1567045275,733,470,"updating vehicle information",3.46281,3.462
1118,1567045275,733,470,"updating vehicle states",6544.13,16571.2
1118,1567045275,733,470,"updating network state",0.870268,2.61
1118,1567045275,733,470,"predicting ETAs",2561.42,4877.56
1118,1567045275,733,470,"writing ETAs to protobuf feed",324.231,345.415
1119,1567045282,734,472,"loading vehicle positions",29.4472,18.583
1119,1567045282,734,472,"updating vehicle information",3.06511,3.065
1119,1567045282,734,472,"updating vehicle states",1304.34,3423.73
1119,1567045282,734,472,"updating network state",0.478778,1.104
1119,1567045282,734,472,"predicting ETAs",687.216,1487.89
1119,1567045282,734,472,"writing ETAs to protobuf feed",323.347,345.737
1120,1567045286,736,472,"loading vehicle positions",28.2801,17.902
1120,1567045286,736,472,"updating vehicle information",3.11877,3.118
1120,1567045286,736,472,"updating vehicle states",1225.36,3203.15
1120,1567045286,736,472,"updating network state",0.41503,1.016
1120,1567045286,736,472,"predicting ETAs",493.978,1124.88
1120,1567045286,736,472,"writing ETAs to protobuf feed",323.94,343.294
1121,1567045293,739,473,"loading vehicle positions",57.8961,21.793
1121,1567045293,739,473,"updating vehicle information",3.78231,3.782
1121,1567045293,739,473,"updating vehicle states",1748.16,4049.59
1121,1567045293,739,473,"updating network state",0.72567,1.927
1121,1567045293,739,473,"predicting ETAs",593.118,1341.62
1121,1567045293,739,473,"writing ETAs to protobuf feed",337.552,351.327
1122,1567045305,741,474,"loading vehicle positions",29.0118,18.55
1122,1567045305,741,474,"updating vehicle information",3.35358,3.353
1122,1567045305,741,474,"updating vehicle states",2212.09,5870.47
1122,1567045305,741,474,"updating network state",0.510548,1.511
1122,1567045305,741,474,"predicting ETAs",635.277,1714.46
1122,1567045305,741,474,"writing ETAs to protobuf feed",325.579,347.241
1123,1567045311,735,470,"loading vehicle positions",33.5129,22.738
1123,1567045311,735,470,"updating vehicle information",3.83895,3.839
1123,1567045311,735,470,"updating vehicle states",1471.17,3765.53
1123,1567045311,735,470,"updating network state",0.437648,1.012
1123,1567045311,735,470,"predicting ETAs",471.248,1227.3
1123,1567045311,735,470,"writing ETAs to protobuf feed",325.061,347.233
1124,1567045319,736,471,"loading vehicle positions",27.8168,17.448
1124,1567045319,736,471,"updating vehicle information",3.23659,3.236
1124,1567045319,736,471,"updating vehicle states",1299.51,3674.14
1124,1567045319,736,471,"updating network state",0.438317,0.863
1124,1567045319,736,471,"predicting ETAs",510.604,1165.02
1124,1567045319,736,471,"writing ETAs to protobuf feed",326.094,347.985
1125,1567045325,739,471,"loading vehicle positions",29.1612,18.733
1125,1567045325,739,471,"updating vehicle information",3.23391,3.234
1125,1567045325,739,471,"updating vehicle states",1333.15,3552.33
1125,1567045325,739,471,"updating network state",1.2959,2.616
1125,1567045325,739,471,"predicting ETAs",530.395,1293.44
1125,1567045325,739,471,"writing ETAs to protobuf feed",322.164,342.622
1126,1567045324,739,471,"loading vehicle positions",30.4435,20.483
1126,1567045324,739,471,"updating vehicle information",3.54252,3.542
1126,1567045324,739,471,"updating vehicle states",7.2199,14.321
1126,1567045324,739,471,"updating network state",0.346282,0.578
1126,1567045324,739,471,"predicting ETAs",158.015,340.34
1126,1567045324,739,471,"writing ETAs to protobuf feed",319.897,342.387
